3.95873	3.95873	1
14.66771	14.66771	2
28.856236	28.856236	3
37.359751	37.359751	4
44.757302	44.757302	5
54.055397	54.055397	6
59.103401	59.103401	7
64.94746	64.94746	8
78.635147	78.635147	9
81.201565	81.201565	10
91.706259	91.706259	11
101.683107	101.683107	12
105.072562	105.072562	13
114.448707	114.448707	14
124.370998	124.370998	15
133.437642	133.437642	16
144.48102	144.48102	17
153.745147	153.745147	18
165.259819	165.259819	19
174.673946	174.673946	20
180.180091	180.180091	21
190.456689	190.456689	22
199.504943	199.504943	23
211.819977	211.819977	24
216.079887	216.079887	25
230.077075	230.077075	26
239.132358	239.132358	27
248.22941	248.22941	28
259.47458	259.47458	29
267.868481	267.868481	30
271.834082	271.834082	31
277.370952	277.370952	32
283.970159	283.970159	33
291.705397	291.705397	34
298.08712	298.08712	35
305.581406	305.581406	36
309.18424	309.18424	37
320.918549	320.918549	38
327.485193	327.485193	39
338.087279	338.087279	40
344.112063	344.112063	41
358.256281	358.256281	42
