4.871134	4.871134	1
14.065918	14.065918	2
38.313197	38.313197	3
45.877234	45.877234	4
61.420635	61.420635	5
68.591111	68.591111	6
84.750136	84.750136	7
95.52127	95.52127	8
106.164762	106.164762	9
129.833084	129.833084	10
138.82127	138.82127	11
146.514082	146.514082	12
166.453923	166.453923	13
177.584263	177.584263	14
198.856485	198.856485	15
205.185533	205.185533	16
235.021995	235.021995	17
249.497483	249.497483	18
257.316712	257.316712	19
269.280068	269.280068	20
289.119456	289.119456	21
